pcs_rider_path,season,pcs_points,racedays,kms,wins,top3s,top10s
mathieu-van-der-poel,2015,64.0,10,1436,0,0,3
mathieu-van-der-poel,2014,99.0,10,1481,1,2,3
mathieu-van-der-poel,2012,8.0,1,18,0,0,0
tim-van-dijke,2026,402.0,50,8268,0,3,6
tim-van-dijke,2025,135.0,54,9059,0,0,5
tim-van-dijke,2024,182.0,61,9203,0,1,6
tim-van-dijke,2023,258.0,53,8348,0,2,8
tim-van-dijke,2022,30.0,26,4288,1,1,4
tim-van-dijke,2021,20.0,18,3136,1,1,1
tim-van-dijke,2020,4.0,1,190,0,0,0
tobias-foss,2026,298.0,45,6735,1,2,4
tobias-foss,2025,184.0,54,8322,1,1,4
tobias-foss,2024,300.0,68,10359,1,3,7
tobias-foss,2023,214.0,38,5598,0,1,8
tobias-foss,2022,460.0,42,6419,2,3,11
tobias-foss,2021,341.0,52,8263,2,3,7
tobias-foss,2020,81.0,24,3821,0,1,4
tobias-foss,2019,,2,254,0,0,0
tobias-foss,2018,28.0,11,1498,0,0,3
tobias-foss,2017,6.0,8,1343,0,0,1
tobias-foss,2016,,7,1126,0,0,0
tobias-halland-johannessen,2026,1497.0,74,11454,1,12,30
tobias-halland-johannessen,2025,737.0,54,8961,0,3,16
tobias-halland-johannessen,2024,569.0,59,10336,0,4,14
tobias-halland-johannessen,2023,817.0,71,11772,1,6,21
tobias-halland-johannessen,2022,465.0,41,6706,1,7,17
tobias-halland-johannessen,2021,125.0,9,1538,2,3,3
andreas-leknessund,2026,582.0,76,11895,1,7,12
andreas-leknessund,2025,315.0,73,11641,1,2,7
andreas-leknessund,2024,216.0,66,10527,1,3,9
andreas-leknessund,2023,322.0,53,8395,0,2,6
andreas-leknessund,2022,511.0,68,10874,3,3,4
andreas-leknessund,2021,156.0,44,6953,0,1,6
andreas-leknessund,2020,103.0,13,1973,1,2,3
andreas-leknessund,2019,25.0,2,254,1,2,2
andreas-leknessund,2018,11.0,7,956,0,1,1
jorgen-nordhagen,2026,444.0,61,9008,0,3,15
jorgen-nordhagen,2025,267.0,40,6374,0,0,6
jorgen-nordhagen,2024,56.0,10,1339,0,0,4
jorgen-nordhagen,2023,,1,12,0,0,0
anders-skaarseth,2026,100.0,66,10478,1,1,1
anders-skaarseth,2025,53.0,58,9736,0,0,0
anders-skaarseth,2024,31.0,36,6202,0,0,1
anders-skaarseth,2023,15.0,21,3275,0,0,0
anders-skaarseth,2022,125.0,57,9883,0,1,2
anders-skaarseth,2021,95.0,46,8134,0,2,2
anders-skaarseth,2020,6.0,21,3198,0,0,0
anders-skaarseth,2019,85.0,21,3281,0,1,4
anders-skaarseth,2018,10.0,27,4220,0,0,0
anders-skaarseth,2017,3.0,16,2654,0,0,2
anders-skaarseth,2016,8.0,14,2601,0,0,1
anders-skaarseth,2015,2.0,9,1530,0,0,1
anders-skaarseth,2014,,6,1012,0,0,1
anders-skaarseth,2011,,1,50,0,0,0
embret-svestad-bardseng,2026,291.0,74,11226,0,0,7
embret-svestad-bardseng,2025,220.0,60,9944,0,0,3
embret-svestad-bardseng,2024,23.0,35,5150,0,0,1
embret-svestad-bardseng,2023,7.0,40,6423,0,0,0
embret-svestad-bardseng,2022,12.0,16,2766,0,0,1
embret-svestad-bardseng,2021,,3,455,0,0,0
george-bennett,2026,182.0,78,11613,1,1,4
george-bennett,2025,105.0,47,7239,0,1,5
george-bennett,2024,339.0,71,10932,0,4,13
george-bennett,2023,247.0,70,10848,0,1,9
george-bennett,2022,297.0,64,9412,0,3,10
george-bennett,2021,326.0,59,9275,1,3,5
george-bennett,2020,748.0,58,9241,1,5,14
george-bennett,2019,536.0,76,11931,0,1,8
george-bennett,2018,946.0,80,12691,0,4,21
george-bennett,2017,604.0,53,8490,1,3,11
george-bennett,2016,416.0,85,13472,0,1,6
george-bennett,2015,189.0,72,11012,0,0,3
george-bennett,2014,132.0,84,12865,0,0,6
george-bennett,2013,198.0,73,11186,0,1,6
george-bennett,2012,34.0,54,8019,0,0,0
george-bennett,2011,,17,1968,0,0,0
george-bennett,2009,,1,8,0,0,0
finn-fisher-black,2026,508.0,67,9812,1,7,21
finn-fisher-black,2025,473.0,61,9228,1,5,13
finn-fisher-black,2024,489.0,68,9764,3,7,14
finn-fisher-black,2023,193.0,81,12120,1,2,9
finn-fisher-black,2022,40.0,28,3762,0,0,3
finn-fisher-black,2021,102.0,39,6024,0,1,2
finn-fisher-black,2020,12.0,13,1924,0,0,1
ben-oliver,2026,317.0,40,6843,3,6,15
ben-oliver,2025,10.0,1,191,0,1,1
ben-oliver,2023,,1,178,0,0,0
ben-oliver,2022,,1,90,0,0,1
ben-oliver,2021,2.0,3,229,0,0,1
ben-oliver,2019,,1,159,0,0,0
laurence-pithie,2026,1093.0,57,9936,6,16,24
laurence-pithie,2025,234.0,56,8707,0,1,5
laurence-pithie,2024,723.0,67,10774,1,7,19
laurence-pithie,2023,327.0,53,8263,1,2,9
laurence-pithie,2022,28.0,11,1757,0,1,2
laurence-pithie,2021,48.0,8,931,0,1,1
corbin-strong,2026,454.0,51,8288,1,3,11
corbin-strong,2025,953.0,58,9885,4,10,22
corbin-strong,2024,908.0,59,10302,2,13,21
corbin-strong,2023,646.0,64,10560,1,5,16
corbin-strong,2022,327.0,56,8929,1,3,10
corbin-strong,2021,5.0,8,1157,0,0,0
corbin-strong,2019,72.0,22,3150,0,2,6
christofer-robin-jurado,2026,12.0,3,425,0,0,2
christofer-robin-jurado,2025,5.0,3,395,0,0,2
christofer-robin-jurado,2024,21.0,11,1206,0,2,3
christofer-robin-jurado,2023,6.0,11,1417,0,0,1
christofer-robin-jurado,2022,17.0,7,622,0,1,2
christofer-robin-jurado,2021,95.0,6,546,1,2,4
christofer-robin-jurado,2020,31.0,17,2082,2,2,3
christofer-robin-jurado,2019,170.0,13,1448,1,2,5
christofer-robin-jurado,2018,21.0,33,3988,1,1,4
christofer-robin-jurado,2017,17.0,2,191,1,2,2
mateusz-gajdulewicz,2026,5.0,16,2583,0,0,1
mateusz-gajdulewicz,2025,12.0,16,2316,0,1,1
mateusz-gajdulewicz,2024,,1,242,0,0,0
mateusz-gajdulewicz,2023,,2,267,0,0,0
mateusz-gajdulewicz,2022,,3,292,0,0,0
jakub-kaczmarek,2026,15.0,24,3895,0,0,1
jakub-kaczmarek,2025,16.0,25,3624,0,0,1
jakub-kaczmarek,2024,23.0,38,5316,0,0,3
jakub-kaczmarek,2023,26.0,34,5000,0,0,2
jakub-kaczmarek,2022,155.0,40,5848,2,2,2
jakub-kaczmarek,2021,118.0,33,5028,1,1,5
jakub-kaczmarek,2020,136.0,12,1603,2,3,5
jakub-kaczmarek,2019,,18,2521,0,0,0
jakub-kaczmarek,2018,5.0,21,3175,0,0,0
jakub-kaczmarek,2017,35.0,49,7979,0,0,1
jakub-kaczmarek,2016,,23,3188,0,0,0
jakub-kaczmarek,2015,1.0,6,966,0,0,0
jakub-kaczmarek,2013,,6,754,0,0,0
jakub-kaczmarek,2011,2.0,1,10,0,0,0
michal-kwiatkowski,2026,135.0,55,7749,1,1,1
michal-kwiatkowski,2025,221.0,54,8273,1,3,3
michal-kwiatkowski,2024,157.0,52,7922,0,1,4
michal-kwiatkowski,2023,485.0,77,11645,2,5,9
michal-kwiatkowski,2022,273.0,41,6824,1,1,1
michal-kwiatkowski,2021,562.0,68,11140,0,2,12
michal-kwiatkowski,2020,632.0,46,7841,1,1,9
michal-kwiatkowski,2019,635.0,61,9691,0,5,10
michal-kwiatkowski,2018,1465.0,91,13736,9,15,25
michal-kwiatkowski,2017,1638.0,74,11734,4,10,21
michal-kwiatkowski,2016,623.0,56,8114,1,6,10
michal-kwiatkowski,2015,1053.0,71,11476,2,8,19
michal-kwiatkowski,2014,1840.0,74,11994,9,22,33
michal-kwiatkowski,2013,1122.0,66,10255,1,8,21
michal-kwiatkowski,2012,437.0,67,10403,1,5,11
michal-kwiatkowski,2011,283.0,46,6851,0,5,13
michal-kwiatkowski,2010,66.0,23,3339,0,1,7
michal-kwiatkowski,2009,,1,120,0,0,0
piotr-pekala,2026,71.0,29,4578,0,2,7
piotr-pekala,2025,68.0,34,5165,0,1,6
piotr-pekala,2024,7.0,25,3781,0,0,0
piotr-pekala,2023,11.0,13,2195,0,0,0
piotr-pekala,2022,12.0,13,1782,0,0,0
piotr-pekala,2021,,3,543,0,0,0
piotr-pekala,2020,1.0,5,683,0,0,0
piotr-pekala,2019,,19,2502,0,0,0
piotr-pekala,2018,,1,102,0,0,0
piotr-pekala,2016,,1,12,0,0,0
piotr-pekala,2015,,1,12,0,0,0
joao-almeida,2026,303.0,50,7589,0,5,8
joao-almeida,2025,2260.0,71,10324,10,25,37
joao-almeida,2024,1100.0,58,8900,2,6,20
joao-almeida,2023,1478.0,75,11600,2,14,32
joao-almeida,2022,1014.0,74,11683,3,7,23
joao-almeida,2021,1730.0,70,11281,6,16,36
joao-almeida,2020,865.0,48,7455,0,8,24
joao-almeida,2019,119.0,26,3785,0,1,6
joao-almeida,2018,8.0,6,1089,0,0,0
joao-almeida,2017,2.0,6,528,0,0,0
tiago-antunes,2026,118.0,21,2831,1,3,11
tiago-antunes,2025,46.0,29,4204,0,0,9
tiago-antunes,2024,14.0,17,2286,0,1,4
tiago-antunes,2023,3.0,22,3266,0,0,1
tiago-antunes,2022,21.0,21,3032,0,1,3
tiago-antunes,2021,13.0,15,2235,0,0,1
tiago-antunes,2020,,7,1020,0,0,0
tiago-antunes,2019,,8,1155,0,0,0
tiago-antunes,2018,,5,681,0,0,0
afonso-eulalio,2026,473.0,58,9294,0,2,11
afonso-eulalio,2025,230.0,67,10740,0,1,6
afonso-eulalio,2024,87.0,23,3299,0,2,9
afonso-eulalio,2023,33.0,20,2953,0,0,2
afonso-eulalio,2022,,19,2618,0,0,0
afonso-eulalio,2021,,3,388,0,0,0
afonso-eulalio,2020,,1,177,0,0,0
antonio-morgado,2026,583.0,65,10526,4,6,15
antonio-morgado,2025,589.0,64,10757,3,7,13
antonio-morgado,2024,376.0,44,7653,3,4,7
antonio-morgado,2023,20.0,2,395,0,0,0
ivo-emanuel-alves,2026,135.0,69,9965,0,3,8
ivo-emanuel-alves,2025,271.0,81,12063,4,6,10
ivo-emanuel-alves,2024,109.0,54,7549,0,2,9
ivo-emanuel-alves,2023,167.0,67,10020,2,3,7
ivo-emanuel-alves,2022,68.0,71,10885,0,1,3
ivo-emanuel-alves,2021,8.0,26,3665,0,0,1
ivo-emanuel-alves,2020,70.0,52,7858,1,1,2
ivo-emanuel-alves,2019,15.0,26,3860,0,0,0
ivo-emanuel-alves,2018,8.0,12,2028,0,0,1
ivo-emanuel-alves,2017,3.0,5,883,0,0,1
nelson-oliveira,2026,120.0,65,9805,0,1,2
nelson-oliveira,2025,60.0,58,8627,0,0,0
nelson-oliveira,2024,221.0,75,11083,0,0,2
nelson-oliveira,2023,261.0,81,12606,0,0,5
nelson-oliveira,2022,170.0,76,11912,0,0,4
nelson-oliveira,2021,376.0,75,12052,0,2,10
nelson-oliveira,2020,202.0,60,9501,0,1,5
nelson-oliveira,2019,319.0,78,12017,0,1,10
nelson-oliveira,2018,262.0,66,10155,0,0,6
nelson-oliveira,2017,248.0,71,10751,0,0,3
nelson-oliveira,2016,322.0,75,10891,1,5,8
nelson-oliveira,2015,419.0,83,12913,2,3,5
nelson-oliveira,2014,190.0,76,11439,2,2,3
nelson-oliveira,2013,61.0,68,10327,0,0,0
nelson-oliveira,2012,119.0,56,8803,0,2,3
nelson-oliveira,2011,96.0,72,10530,1,1,3
nelson-oliveira,2010,66.0,36,5290,0,0,3
iustin-ioan-vaidian,2026,8.0,6,803,0,1,2
iustin-ioan-vaidian,2025,,15,1818,0,0,2
iustin-ioan-vaidian,2024,,10,1061,0,0,2
iustin-ioan-vaidian,2023,,5,826,0,0,1
iustin-ioan-vaidian,2022,,10,1287,0,0,0
iustin-ioan-vaidian,2021,,10,1378,0,0,0
iustin-ioan-vaidian,2020,3.0,5,615,0,0,2
iustin-ioan-vaidian,2019,,1,32,0,0,0
mihajlo-stolic,2026,6.0,17,2849,0,1,2
mihajlo-stolic,2025,21.0,20,2986,0,1,8
mihajlo-stolic,2024,7.0,3,246,0,1,2
mihajlo-stolic,2023,1.0,1,147,0,0,1
mihajlo-stolic,2022,,1,18,0,0,0
ali-al-shaikhahmed,2026,,6,945,0,0,0
ali-al-shaikhahmed,2025,,5,680,0,0,0
ali-al-shaikhahmed,2024,,6,887,0,0,0
ali-al-shaikhahmed,2021,7.0,1,0,0,1,1
ali-al-shaikhahmed,2020,,1,0,0,0,1
jakob-soderqvist,2026,407.0,61,9355,3,7,9
jakob-soderqvist,2025,265.0,42,5901,2,8,10
jakob-soderqvist,2024,60.0,12,1831,1,2,3
jakob-soderqvist,2023,7.0,4,572,0,1,2
jakob-soderqvist,2022,,1,186,0,0,0
tilen-finkst,2026,37.0,42,6467,0,2,12
tilen-finkst,2025,13.0,13,1911,0,0,5
tilen-finkst,2024,7.0,33,4753,0,1,1
tilen-finkst,2023,,19,3102,0,0,1
tilen-finkst,2022,28.0,32,5071,0,0,3
tilen-finkst,2021,,7,1007,0,0,0
tilen-finkst,2020,,3,250,0,0,0
tilen-finkst,2019,,18,2157,0,0,0
tilen-finkst,2018,1.0,20,2593,0,0,1
tilen-finkst,2017,,5,701,0,0,0
tilen-finkst,2016,,12,1699,0,0,0
gal-glivar,2026,138.0,54,8028,0,0,2
gal-glivar,2025,63.0,69,10947,0,0,2
gal-glivar,2024,19.0,15,1753,0,2,3
gal-glivar,2023,35.0,23,3211,0,1,4
gal-glivar,2022,9.0,27,4413,0,0,2
gal-glivar,2021,3.0,26,3903,0,0,2
gal-glivar,2019,5.0,2,49,0,0,0
matevz-govekar,2026,136.0,58,9076,0,0,4
matevz-govekar,2025,114.0,65,10461,0,1,8
matevz-govekar,2024,185.0,54,8133,3,4,15
matevz-govekar,2023,110.0,65,10215,0,0,6
matevz-govekar,2022,50.0,16,2468,1,2,4
matevz-govekar,2021,31.0,11,1648,0,0,3
matevz-govekar,2020,,1,146,0,0,0
matevz-govekar,2019,,1,75,0,0,0
matevz-govekar,2018,,1,18,0,0,0
luka-mezgec,2026,48.0,42,6435,0,0,2
luka-mezgec,2025,46.0,75,12047,0,0,2
luka-mezgec,2024,129.0,77,12392,0,1,5
luka-mezgec,2023,224.0,69,11680,0,3,10
luka-mezgec,2022,271.0,72,12190,0,2,9
luka-mezgec,2021,207.0,66,10876,0,1,6
luka-mezgec,2020,517.0,44,7492,0,4,13
luka-mezgec,2019,445.0,70,10617,3,6,20
luka-mezgec,2018,234.0,79,11584,0,1,4
luka-mezgec,2017,352.0,74,12513,3,5,10
luka-mezgec,2016,164.0,68,11184,0,3,11
luka-mezgec,2015,235.0,87,13622,1,3,15
luka-mezgec,2014,654.0,77,11993,6,13,19
luka-mezgec,2013,448.0,83,12762,1,9,21
luka-mezgec,2012,281.0,20,2775,5,8,15
luka-mezgec,2011,82.0,19,2784,0,1,5
luka-mezgec,2010,33.0,13,2041,0,0,3
matej-mohoric,2026,256.0,53,9043,0,0,4
matej-mohoric,2025,292.0,60,9934,0,3,4
matej-mohoric,2024,637.0,58,9573,2,4,16
matej-mohoric,2023,1275.0,68,11727,6,13,22
matej-mohoric,2022,931.0,53,9177,2,9,18
matej-mohoric,2021,1334.0,71,11913,4,14,23
matej-mohoric,2020,247.0,44,7355,0,2,4
matej-mohoric,2019,476.0,73,11751,1,3,12
matej-mohoric,2018,948.0,75,12627,7,13,25
matej-mohoric,2017,452.0,95,15528,2,3,9
matej-mohoric,2016,192.0,70,11071,1,3,6
matej-mohoric,2015,66.0,57,8523,0,0,2
matej-mohoric,2014,50.0,63,8620,0,0,2
matej-mohoric,2013,16.0,19,2663,0,0,2
primoz-roglic,2026,807.0,49,7336,1,6,18
primoz-roglic,2025,1034.0,54,8791,3,6,16
primoz-roglic,2024,1493.0,58,8877,8,14,24
primoz-roglic,2023,2526.0,64,10179,15,23,34
primoz-roglic,2022,1262.0,58,9356,5,13,24
primoz-roglic,2021,2534.0,53,8674,13,23,28
primoz-roglic,2020,2341.0,51,8293,12,22,32
primoz-roglic,2019,2738.0,69,10629,13,26,37
primoz-roglic,2018,1666.0,64,9529,8,16,28
primoz-roglic,2017,1303.0,72,11059,6,14,23
primoz-roglic,2016,468.0,72,10831,2,6,14
primoz-roglic,2015,433.0,39,6132,5,7,11
primoz-roglic,2014,107.0,20,2563,1,4,5
primoz-roglic,2013,7.0,20,2869,0,0,1
jan-tratnik,2026,97.0,54,8726,0,0,0
jan-tratnik,2025,57.0,53,8228,0,0,2
jan-tratnik,2024,630.0,66,10516,1,5,10
jan-tratnik,2023,128.0,41,6612,0,0,1
jan-tratnik,2022,366.0,55,9058,1,1,4
jan-tratnik,2021,252.0,69,10935,1,3,8
jan-tratnik,2020,162.0,50,7408,1,1,7
jan-tratnik,2019,224.0,83,12085,1,4,6
jan-tratnik,2018,474.0,56,7967,3,8,17
jan-tratnik,2017,380.0,78,12494,2,6,17
jan-tratnik,2016,61.0,26,3989,1,2,6
jan-tratnik,2015,43.0,17,2372,1,2,7
jan-tratnik,2014,,10,1397,0,0,1
jan-tratnik,2013,,6,740,0,0,0
jan-tratnik,2012,,6,770,0,0,0
jan-tratnik,2011,5.0,40,5637,0,0,1
jan-tratnik,2010,4.0,20,3403,0,0,1
jan-tratnik,2009,,5,860,0,0,0
martin-svrcek,2026,50.0,50,7461,0,1,3
martin-svrcek,2025,17.0,37,5514,0,2,2
martin-svrcek,2024,45.0,47,7451,0,1,2
martin-svrcek,2023,,37,5055,0,0,0
martin-svrcek,2022,2.0,14,2175,0,0,2
athit-poulard,2026,128.0,18,2017,2,3,8
athit-poulard,2025,,29,4390,0,0,0
athit-poulard,2024,,2,263,0,0,0
heorhii-antonenko,2026,30.0,5,401,2,2,2
heorhii-antonenko,2025,15.0,6,847,1,1,1
heorhii-antonenko,2023,,1,12,0,0,0
matteo-jorgenson,2026,842.0,44,7262,0,5,11
matteo-jorgenson,2025,1127.0,64,10153,1,4,21
matteo-jorgenson,2024,1466.0,50,8623,2,9,21
matteo-jorgenson,2023,988.0,64,10304,2,6,18
matteo-jorgenson,2022,410.0,64,9744,0,2,11
matteo-jorgenson,2021,209.0,64,10485,0,2,6
matteo-jorgenson,2020,49.0,22,3731,0,0,0
matteo-jorgenson,2019,5.0,2,20,0,0,0
matteo-jorgenson,2018,8.0,4,396,0,0,0
brandon-mcnulty,2026,564.0,55,7887,0,1,12
brandon-mcnulty,2025,1338.0,76,12059,6,9,22
brandon-mcnulty,2024,1373.0,73,10537,9,14,26
brandon-mcnulty,2023,934.0,74,11517,2,4,22
brandon-mcnulty,2022,796.0,77,12032,3,7,14
brandon-mcnulty,2021,399.0,69,10636,0,3,11
brandon-mcnulty,2020,413.0,45,7048,0,4,11
brandon-mcnulty,2019,200.0,42,6188,2,2,6
brandon-mcnulty,2018,236.0,30,4635,0,1,7
brandon-mcnulty,2017,,7,923,0,0,0
neilson-powless,2026,39.0,19,3096,1,1,1
neilson-powless,2025,889.0,61,10304,2,2,12
neilson-powless,2024,578.0,54,8654,2,4,9
neilson-powless,2023,1042.0,59,9480,2,8,19
neilson-powless,2022,897.0,64,10303,1,3,9
neilson-powless,2021,626.0,59,9008,1,1,6
neilson-powless,2020,202.0,41,6546,0,0,5
neilson-powless,2019,203.0,65,9929,0,3,6
neilson-powless,2018,214.0,61,7979,0,1,8
neilson-powless,2017,107.0,14,2066,0,3,7
neilson-powless,2016,52.0,15,2389,0,0,4
sean-quinn,2026,189.0,51,7630,0,0,4
sean-quinn,2025,46.0,31,4445,0,0,2
sean-quinn,2024,87.0,64,9765,1,1,2
sean-quinn,2023,155.0,68,9578,1,1,6
sean-quinn,2022,113.0,53,8144,0,1,6
sean-quinn,2021,76.0,13,2049,0,0,1
sean-quinn,2020,1.0,5,812,0,0,0
sean-quinn,2019,3.0,13,1591,0,0,0
sean-quinn,2018,,1,5,0,0,0
artem-shmidt,2026,258.0,50,7835,2,2,7
artem-shmidt,2025,87.0,58,9004,1,2,2
artem-shmidt,2024,20.0,17,2599,0,0,0
artem-shmidt,2023,,4,327,0,0,0
artem-shmidt,2021,,1,18,0,0,0
quinn-simmons,2026,581.0,46,7375,2,4,8
quinn-simmons,2025,512.0,57,8974,3,5,9
quinn-simmons,2024,269.0,37,5673,0,1,6
quinn-simmons,2023,175.0,48,7778,2,2,6
quinn-simmons,2022,161.0,51,8065,0,0,3
quinn-simmons,2021,291.0,47,7770,2,3,6
quinn-simmons,2020,193.0,34,5194,0,2,5
quinn-simmons,2018,,2,14,0,0,0
kevin-vermaerke,2026,363.0,76,11854,0,5,11
kevin-vermaerke,2025,233.0,54,8719,0,0,4
kevin-vermaerke,2024,622.0,61,10327,0,2,17
kevin-vermaerke,2023,411.0,78,12390,0,2,12
kevin-vermaerke,2022,83.0,42,6558,0,0,3
kevin-vermaerke,2021,30.0,41,6427,0,0,0
kevin-vermaerke,2020,24.0,7,1173,0,0,0
kevin-vermaerke,2019,13.0,20,2646,0,0,0
kevin-vermaerke,2018,,1,5,0,0,0
kevin-vermaerke,2017,,1,9,0,0,0
lawrence-warbasse,2026,72.0,74,11754,0,2,2
lawrence-warbasse,2025,115.0,70,11669,0,0,3
lawrence-warbasse,2024,127.0,70,11165,0,0,3
lawrence-warbasse,2023,76.0,88,13641,0,0,0
lawrence-warbasse,2022,28.0,37,6372,0,0,0
lawrence-warbasse,2021,71.0,67,10817,0,0,0
lawrence-warbasse,2020,167.0,47,7632,0,0,1
lawrence-warbasse,2019,142.0,81,13023,0,0,2
lawrence-warbasse,2018,104.0,50,8216,0,0,5
lawrence-warbasse,2017,156.0,55,8367,2,2,6
lawrence-warbasse,2016,166.0,69,11278,0,0,2
lawrence-warbasse,2015,136.0,78,11925,0,0,3
lawrence-warbasse,2014,71.0,88,13372,0,1,3
lawrence-warbasse,2013,30.0,65,9714,0,0,1
lawrence-warbasse,2012,,13,2192,0,0,0
lawrence-warbasse,2010,,10,770,0,0,0
eric-antonio-fagundez,2026,420.0,56,8498,1,6,16
eric-antonio-fagundez,2025,311.0,64,9687,1,3,12
eric-antonio-fagundez,2024,264.0,51,7629,2,5,9
eric-antonio-fagundez,2023,416.0,70,10603,1,5,9
eric-antonio-fagundez,2022,1.0,12,1706,0,0,1
eric-antonio-fagundez,2021,,2,304,0,0,1
eric-antonio-fagundez,2019,,2,225,0,0,0
eric-antonio-fagundez,2018,,1,26,0,0,0
eric-antonio-fagundez,2017,,1,20,0,0,0
guillermo-thomas-silva-coussan,2026,862.0,59,9812,8,13,17
guillermo-thomas-silva-coussan,2025,530.0,68,10591,3,8,21
guillermo-thomas-silva-coussan,2024,431.0,50,8149,0,5,17
guillermo-thomas-silva-coussan,2023,,5,674,0,0,0
guillermo-thomas-silva-coussan,2022,15.0,1,146,1,1,1
samandar-janikulov,2026,1.0,12,1502,0,0,1
samandar-janikulov,2025,7.0,15,1665,0,1,1
samandar-janikulov,2024,2.0,6,921,0,0,1
samandar-janikulov,2023,,2,128,0,0,1
orluis-aular,2026,288.0,69,11078,0,2,9
orluis-aular,2025,504.0,75,12360,2,9,17
orluis-aular,2024,565.0,61,9812,3,9,25
orluis-aular,2023,380.0,57,8903,4,6,16
orluis-aular,2022,165.0,41,6196,2,4,11
orluis-aular,2021,54.0,52,7702,0,2,5
orluis-aular,2020,35.0,28,4273,0,3,7
orluis-aular,2019,155.0,22,2741,1,7,10
orluis-aular,2018,6.0,21,2618,0,0,3
orluis-aular,2017,8.0,8,1181,0,0,0
orluis-aular,2016,,1,100,0,0,0
orluis-aular,2015,,1,40,0,0,1
francisco-penuela,2026,90.0,52,7655,2,2,4
francisco-penuela,2025,110.0,57,9083,0,1,10
francisco-penuela,2024,20.0,18,2622,1,1,2
francisco-penuela,2023,,1,190,0,0,0
francisco-penuela,2020,,2,260,0,0,0
byron-munton,2026,235.0,52,7814,0,5,7
byron-munton,2025,92.0,21,3069,1,2,6
byron-munton,2024,,9,1509,0,0,0
byron-munton,2023,,11,1729,0,0,1
byron-munton,2022,15.0,9,1028,1,1,2
byron-munton,2021,,10,1475,0,0,0
byron-munton,2020,,1,175,0,0,0
byron-munton,2019,1.0,2,178,0,0,0
byron-munton,2018,,5,719,0,0,0
byron-munton,2017,,1,40,0,0,0
